trip_id,base_fare,surcharge,total_cost,billing_month
T005233,15,20.0,112.5,2026-08
T005234,15,14.6,101.6,2026-08
T005235,40,10.9,159.1,2026-08
T005236,40,10.6,156.7,2026-08
T005237,40,1.5,152.8,2026-08
T005238,40,5.4,154.6,2026-08
T005239,80,17.4,328.4,2026-08
T005240,80,7.9,328.7,2026-08
T005241,80,11.7,319.9,2026-08
T005242,80,14.9,321.7,2026-08
T005243,80,8.9,318.5,2026-08
T005244,80,15.9,326.9,2026-08
T005245,80,1.2,312.2,2026-08
T005246,80,8.8,332.4,2026-08
T005247,15,17.1,159.3,2026-08
T005248,15,9.1,133.6,2026-08
T005249,15,0.7,112.7,2026-08
T005250,40,9.7,142.1,2026-08
T005251,40,6.8,148.7,2026-08
T005252,40,5.8,131.9,2026-08
T005253,40,16.2,144.4,2026-08
T005254,40,16.6,127.7,2026-08
T005255,80,13.5,247.5,2026-08
T005256,80,2.3,236.3,2026-08
T005257,80,13.6,249.0,2026-08
T005258,80,0.5,230.3,2026-08
T005259,80,17.1,246.9,2026-08
T005260,15,13.5,108.5,2026-08
T005261,15,7.0,97.5,2026-08
T005262,40,4.0,145.8,2026-08
T005263,40,0.8,133.5,2026-08
T005264,40,11.9,141.0,2026-08
T005265,80,1.8,333.8,2026-08
T005266,80,9.6,327.6,2026-08
T005267,80,1.7,335.1,2026-08
T005268,80,10.9,321.9,2026-08
T005269,15,0.5,122.0,2026-08
T005270,15,5.1,125.1,2026-08
T005271,15,19.9,140.4,2026-08
T005272,15,15.2,125.2,2026-08
T005273,15,0.1,116.1,2026-08
T005274,15,15.4,121.9,2026-08
T005275,40,6.6,127.6,2026-08
T005276,40,6.4,143.7,2026-08
T005277,40,2.7,121.9,2026-08
T005278,40,12.4,136.1,2026-08
T005279,40,9.9,147.2,2026-08
T005280,40,17.4,146.2,2026-08
T005281,40,3.9,115.0,2026-08
T005282,40,12.4,127.1,2026-08
T005283,40,0.1,109.4,2026-08
T005284,40,18.0,130.0,2026-08
T005285,80,13.6,243.4,2026-08
T005286,80,5.5,245.1,2026-08
T005287,80,8.6,251.0,2026-08
T005288,80,2.6,239.4,2026-08
T005289,80,17.5,245.9,2026-08
T005290,80,17.4,251.4,2026-08
T005291,80,10.9,242.1,2026-08
T005292,80,18.7,263.9,2026-08
T005293,80,2.2,244.6,2026-08
T005294,80,0.7,244.5,2026-08
T005295,15,3.1,98.6,2026-08
T005296,15,0.6,94.1,2026-08
T005297,15,13.5,108.5,2026-08
T005298,40,19.4,160.9,2026-08
T005299,40,21.6,172.6,2026-08
T005300,40,4.9,148.5,2026-08
T005301,40,2.3,148.1,2026-08
T005302,40,11.8,158.6,2026-08
T005303,40,7.9,162.1,2026-08
T005304,80,19.3,340.1,2026-08
T005305,80,17.8,341.4,2026-08
T005306,80,34.8,347.2,2026-08
T005307,80,4.8,338.2,2026-08
T005308,80,3.9,312.1,2026-08
T005309,80,5.4,337.4,2026-08
T005310,80,15.2,345.8,2026-08
T005311,80,6.6,313.4,2026-08
T005312,80,6.5,338.5,2026-08
T005313,80,10.1,340.7,2026-08
T005314,80,10.2,324.0,2026-08
T005315,80,2.8,333.4,2026-08
T005316,15,5.8,134.8,2026-08
T005317,15,10.8,131.8,2026-08
T005318,15,8.9,121.4,2026-08
T005319,15,16.1,143.3,2026-08
T005320,40,4.2,130.6,2026-08
T005321,40,24.0,146.8,2026-08
T005322,40,6.6,137.5,2026-08
T005323,40,8.3,136.1,2026-08
T005324,40,6.2,137.1,2026-08
T005325,40,5.4,120.1,2026-08
T005326,40,8.7,130.1,2026-08
T005327,80,1.5,238.3,2026-08
T005328,80,4.2,238.2,2026-08
T005329,80,6.0,233.0,2026-08
T005330,80,18.5,245.5,2026-08
T005331,80,18.6,258.2,2026-08
T005332,80,0.7,227.7,2026-08
T005333,80,11.9,248.7,2026-08
T005334,80,10.2,247.0,2026-08
T005335,15,19.8,113.8,2026-08
T005336,15,24.8,116.8,2026-08
T005337,40,18.6,147.7,2026-08
T005338,40,15.4,169.6,2026-08
T005339,40,4.7,135.6,2026-08
T005340,40,1.0,143.6,2026-08
T005341,80,16.5,324.7,2026-08
T005342,80,5.7,339.1,2026-08
T005343,80,10.3,339.5,2026-08
T005344,80,5.8,325.2,2026-08
T005345,80,25.6,339.4,2026-08
T005346,80,2.3,313.3,2026-08
T005347,80,8.6,343.4,2026-08
T005348,80,7.5,331.1,2026-08
T005349,15,16.9,146.9,2026-08
T005350,15,17.5,144.5,2026-08
T005351,15,9.8,125.3,2026-08
T005352,40,3.2,122.4,2026-08
T005353,40,9.9,136.3,2026-08
T005354,40,13.8,141.6,2026-08
T005355,40,4.8,129.4,2026-08
T005356,40,3.4,116.3,2026-08
T005357,80,2.8,242.4,2026-08
T005358,80,32.0,274.4,2026-08
T005359,80,2.3,240.5,2026-08
T005360,80,3.1,232.9,2026-08
T005361,80,19.5,261.9,2026-08
T005362,80,12.3,239.3,2026-08
T005363,15,12.6,101.6,2026-08
T005364,15,10.6,101.1,2026-08
T005365,40,3.5,133.5,2026-08
T005366,40,15.4,166.4,2026-08
T005367,80,10.6,321.6,2026-08
T005368,80,13.8,327.6,2026-08
T005369,80,14.3,330.9,2026-08
T005370,80,1.3,337.5,2026-08
T005371,15,13.1,166.0,2026-08
T005372,15,16.1,149.6,2026-08
T005373,15,15.9,137.9,2026-08
T005374,15,10.8,123.8,2026-08
T005375,15,17.2,144.6,2026-08
T005376,15,16.3,150.2,2026-08
T005377,40,4.3,126.2,2026-08
T005378,40,12.7,131.9,2026-08
T005379,40,13.0,144.6,2026-08
T005380,40,4.1,141.0,2026-08
T005381,40,1.0,128.3,2026-08
T005382,40,5.6,123.0,2026-08
T005383,40,17.1,128.2,2026-08
T005384,40,9.1,122.9,2026-08
T005385,40,15.6,139.7,2026-08
T005386,40,16.7,125.1,2026-08
T005387,80,33.1,275.5,2026-08
T005388,80,14.0,257.8,2026-08
T005389,80,26.1,254.5,2026-08
T005390,80,12.7,249.5,2026-08
T005391,80,19.9,251.1,2026-08
T005392,80,26.9,272.1,2026-08
T005393,80,3.2,238.6,2026-08
T005394,80,11.4,252.4,2026-08
T005395,80,8.4,245.2,2026-08
T005396,80,3.9,240.7,2026-08
T005397,80,19.6,253.6,2026-08
T005398,15,7.7,96.7,2026-08
T005399,15,5.4,94.9,2026-08
T005400,15,19.3,108.3,2026-08
T005401,40,15.5,151.8,2026-08
T005402,40,19.0,164.4,2026-08
T005403,40,2.1,146.5,2026-08
T005404,40,13.7,167.7,2026-08
T005405,40,13.9,159.3,2026-08
T005406,40,3.8,134.7,2026-08
T005407,80,16.6,338.8,2026-08
T005408,80,14.3,346.3,2026-08
T005409,80,17.1,330.9,2026-08
T005410,80,11.9,346.7,2026-08
T005411,80,4.0,329.0,2026-08
T005412,80,5.3,340.1,2026-08
T005413,80,8.7,326.7,2026-08
T005414,80,5.0,324.4,2026-08
T005415,80,18.1,327.7,2026-08
T005416,80,12.2,330.2,2026-08
T005417,80,19.0,349.6,2026-08
T005418,80,12.5,347.3,2026-08
T005419,15,13.1,138.6,2026-08
T005420,15,1.6,150.9,2026-08
T005421,15,0.2,109.7,2026-08
T005422,15,2.1,116.6,2026-08
T005423,40,1.2,136.0,2026-08
T005424,40,12.4,135.2,2026-08
T005425,40,19.7,145.2,2026-08
T005426,40,12.8,128.4,2026-08
T005427,40,16.6,133.1,2026-08
T005428,40,2.4,116.2,2026-08
T005429,80,14.4,242.8,2026-08
T005430,80,11.4,251.0,2026-08
T005431,80,19.1,251.7,2026-08
T005432,80,9.4,243.4,2026-08
T005433,80,5.0,250.2,2026-08
T005434,80,15.2,245.0,2026-08
T005435,80,3.8,235.0,2026-08
T005436,15,19.9,123.7,2026-08
T005437,15,17.5,104.0,2026-08
T005438,40,0.2,136.5,2026-08
T005439,40,1.1,129.3,2026-08
T005440,40,10.0,141.8,2026-08
T005441,40,18.5,172.5,2026-08
T005442,40,18.0,145.3,2026-08
T005443,80,6.9,322.1,2026-08
T005444,80,0.3,312.7,2026-08
T005445,80,10.0,344.8,2026-08
T005446,80,3.7,339.9,2026-08
T005447,80,7.5,326.9,2026-08
T005448,80,31.7,363.7,2026-08
T005449,80,1.5,333.5,2026-08
T005450,80,11.1,337.5,2026-08
T005451,80,10.4,334.0,2026-08
T005452,15,8.9,135.9,2026-08
T005453,15,5.2,149.8,2026-08
T005454,15,11.5,140.1,2026-08
T005455,40,7.3,143.2,2026-08
T005456,40,1.2,119.5,2026-08
T005457,40,5.6,137.2,2026-08
T005458,40,0.0,115.6,2026-08
T005459,40,20.0,140.9,2026-08
T005460,80,6.3,247.3,2026-08
T005461,80,2.3,237.7,2026-08
T005462,80,5.0,246.0,2026-08
T005463,80,1.7,235.7,2026-08
T005464,80,17.8,247.6,2026-08
T005465,80,13.9,252.1,2026-08
T005466,15,34.1,124.1,2026-08
T005467,15,4.4,94.9,2026-08
T005468,40,5.9,132.3,2026-08
T005469,40,13.5,157.9,2026-08
T005470,40,3.9,130.3,2026-08
T005471,80,5.2,340.0,2026-08
T005472,80,1.6,312.6,2026-08
T005473,80,17.1,336.5,2026-08
T005474,80,15.0,345.6,2026-08
T005475,15,5.2,126.7,2026-08
T005476,15,6.1,128.1,2026-08
T005477,15,11.7,133.7,2026-08
T005478,15,16.9,127.4,2026-08
T005479,15,16.4,152.9,2026-08
T005480,15,9.2,118.7,2026-08
T005481,40,15.7,149.0,2026-08
T005482,40,9.2,151.1,2026-08
T005483,40,14.1,140.5,2026-08
T005484,40,9.6,127.0,2026-08
T005485,40,10.1,133.8,2026-08
T005486,40,14.8,138.5,2026-08
T005487,40,8.8,120.8,2026-08
T005488,40,6.9,124.3,2026-08
T005489,40,6.7,119.6,2026-08
T005490,40,15.7,125.9,2026-08
T005491,40,16.6,144.5,2026-08
T005492,80,1.9,235.9,2026-08
T005493,80,11.7,249.9,2026-08
T005494,80,6.0,242.8,2026-08
T005495,80,15.4,243.8,2026-08
T005496,80,13.6,254.6,2026-08
T005497,80,10.1,249.7,2026-08
T005498,80,18.0,249.2,2026-08
T005499,80,12.4,249.2,2026-08
T005500,80,1.3,242.3,2026-08
T005501,80,12.6,246.6,2026-08
T005502,80,2.0,238.8,2026-08
T005503,15,13.9,106.4,2026-08
T005504,15,16.3,125.4,2026-08
T005505,15,7.8,109.8,2026-08
T005506,40,8.4,155.7,2026-08
T005507,40,16.9,162.0,2026-08
T005508,40,4.4,138.0,2026-08
T005509,40,12.3,137.8,2026-08
T005510,40,32.9,176.9,2026-08
T005511,40,2.8,134.6,2026-08
T005512,40,9.5,146.7,2026-08
T005513,80,9.0,334.0,2026-08
T005514,80,0.1,326.5,2026-08
T005515,80,5.0,321.6,2026-08
T005516,80,18.2,350.2,2026-08
T005517,80,13.3,339.7,2026-08
T005518,80,12.2,342.8,2026-08
T005519,80,1.8,315.6,2026-08
T005520,80,6.5,325.9,2026-08
T005521,80,8.4,340.4,2026-08
T005522,80,17.6,331.4,2026-08
T005523,80,13.1,345.1,2026-08
T005524,80,15.7,328.1,2026-08
T005525,15,10.7,144.2,2026-08
T005526,15,12.7,142.7,2026-08
T005527,15,19.1,125.1,2026-08
T005528,15,18.7,134.2,2026-08
T005529,40,18.0,145.3,2026-08
T005530,40,15.2,151.7,2026-08
T005531,40,10.8,153.8,2026-08
T005532,40,10.5,138.4,2026-08
T005533,40,8.0,130.6,2026-08
T005534,40,2.9,127.6,2026-08
T005535,40,10.6,137.5,2026-08
T005536,80,6.4,236.2,2026-08
T005537,80,4.7,237.3,2026-08
T005538,80,19.5,257.7,2026-08
T005539,80,12.7,252.3,2026-08
T005540,80,1.8,242.8,2026-08
T005541,80,11.0,238.0,2026-08
T005542,80,13.3,243.1,2026-08
T005543,80,5.9,249.7,2026-08
T005544,15,9.0,96.5,2026-08
T005545,15,9.7,98.2,2026-08
T005546,40,3.3,130.6,2026-08
T005547,40,13.8,162.1,2026-08
T005548,40,9.7,138.8,2026-08
T005549,40,11.7,137.2,2026-08
T005550,80,14.3,333.7,2026-08
T005551,80,11.3,322.3,2026-08
T005552,80,18.0,352.8,2026-08
T005553,80,10.7,327.3,2026-08
T005554,80,16.5,334.5,2026-08
T005555,80,7.2,322.4,2026-08
T005556,80,10.8,333.0,2026-08
T005557,15,12.4,145.9,2026-08
T005558,15,17.6,172.0,2026-08
T005559,15,3.8,126.6,2026-08
T005560,40,1.4,128.7,2026-08
T005561,40,2.0,120.3,2026-08
T005562,40,18.3,150.5,2026-08
T005563,40,9.5,126.9,2026-08
T005564,40,12.7,123.8,2026-08
T005565,80,7.7,236.1,2026-08
T005566,80,3.6,233.4,2026-08
T005567,80,16.0,243.0,2026-08
T005568,80,18.8,247.2,2026-08
T005569,80,19.3,247.7,2026-08
T005570,15,7.2,98.2,2026-08
T005571,40,9.9,156.1,2026-08
T005572,40,7.0,139.7,2026-08
T005573,40,16.0,166.5,2026-08
T005574,80,3.6,335.6,2026-08
T005575,80,19.0,337.0,2026-08
T005576,80,12.3,344.3,2026-08
T005577,80,17.2,352.0,2026-08
T005578,15,14.7,134.7,2026-08
T005579,15,5.3,161.9,2026-08
T005580,15,20.0,153.0,2026-08
T005581,15,14.7,130.7,2026-08
T005582,15,25.0,142.5,2026-08
T005583,15,17.6,152.0,2026-08
T005584,40,34.5,171.7,2026-08
T005585,40,6.5,149.1,2026-08
T005586,40,6.2,129.9,2026-08
T005587,40,7.7,151.4,2026-08
T005588,40,6.3,142.4,2026-08
T005589,40,10.5,146.6,2026-08
T005590,40,13.2,137.4,2026-08
T005591,40,3.9,135.7,2026-08
T005592,40,19.9,144.1,2026-08
T005593,40,11.3,122.4,2026-08
T005594,40,6.0,137.8,2026-08
T005595,40,0.6,109.0,2026-08
T005596,80,1.2,246.4,2026-08
T005597,80,19.6,250.8,2026-08
T005598,80,5.7,236.9,2026-08
T005599,80,2.0,241.6,2026-08
T005600,80,4.3,242.5,2026-08
T005601,80,28.8,261.4,2026-08
T005602,80,7.1,236.9,2026-08
T005603,80,3.6,240.4,2026-08
T005604,80,18.6,245.6,2026-08
T005605,80,5.0,239.0,2026-08
T005606,80,10.6,253.0,2026-08
T005607,15,12.9,105.4,2026-08
T005608,15,8.5,104.0,2026-08
T005609,15,15.0,104.0,2026-08
T005610,40,32.8,159.2,2026-08
T005611,40,11.4,154.0,2026-08
T005612,40,14.6,144.6,2026-08
T005613,40,9.8,140.7,2026-08
T005614,40,32.5,160.7,2026-08
T005615,40,0.9,126.4,2026-08
T005616,80,19.8,330.8,2026-08
T005617,80,19.2,344.2,2026-08
T005618,80,6.2,331.2,2026-08
T005619,80,17.7,331.5,2026-08
T005620,80,4.4,339.2,2026-08
T005621,80,26.8,361.6,2026-08
T005622,80,13.8,337.4,2026-08
T005623,80,15.5,347.5,2026-08
T005624,80,4.8,336.8,2026-08
T005625,80,5.7,316.7,2026-08
T005626,80,8.1,314.9,2026-08
T005627,80,5.5,337.5,2026-08
T005628,15,6.1,137.1,2026-08
T005629,15,1.9,132.4,2026-08
T005630,15,16.8,125.8,2026-08
T005631,15,5.6,116.1,2026-08
T005632,40,19.1,143.7,2026-08
T005633,40,0.1,139.5,2026-08
T005634,40,3.1,121.4,2026-08
T005635,40,19.8,145.1,2026-08
T005636,40,12.5,142.1,2026-08
T005637,40,0.3,116.8,2026-08
T005638,40,3.7,120.2,2026-08
T005639,80,3.8,236.4,2026-08
T005640,80,24.0,259.4,2026-08
T005641,80,18.8,254.2,2026-08
T005642,80,5.2,244.8,2026-08
T005643,80,16.2,251.6,2026-08
T005644,80,33.0,262.8,2026-08
T005645,80,1.1,229.5,2026-08
T005646,15,3.9,99.9,2026-08
T005647,15,3.5,97.0,2026-08
T005648,40,0.5,151.7,2026-08
T005649,40,12.6,148.9,2026-08
T005650,40,16.3,148.1,2026-08
T005651,40,14.8,160.6,2026-08
T005652,80,0.0,319.4,2026-08
T005653,80,11.7,346.5,2026-08
T005654,80,10.7,338.5,2026-08
T005655,80,16.3,331.5,2026-08
T005656,80,0.1,329.3,2026-08
T005657,80,6.1,325.5,2026-08
T005658,80,19.9,329.5,2026-08
T005659,80,4.5,319.7,2026-08
T005660,80,17.7,353.9,2026-08
T005661,15,9.9,140.4,2026-08
T005662,15,3.3,159.9,2026-08
T005663,15,17.3,130.8,2026-08
T005664,40,4.6,145.0,2026-08
T005665,40,6.9,124.3,2026-08
T005666,40,1.4,133.2,2026-08
T005667,40,4.9,121.4,2026-08
T005668,40,1.5,126.8,2026-08
T005669,80,4.1,249.3,2026-08
T005670,80,19.0,253.0,2026-08
T005671,80,1.4,235.4,2026-08
T005672,80,19.6,246.6,2026-08
T005673,80,7.8,237.6,2026-08
T005674,80,8.5,235.5,2026-08
T005675,15,12.9,123.3,2026-08
T005676,15,12.8,117.2,2026-08
T005677,40,14.0,144.0,2026-08
T005678,40,6.0,131.5,2026-08
T005679,80,16.2,324.4,2026-08
T005680,80,11.2,327.8,2026-08
T005681,80,2.3,335.7,2026-08
T005682,80,12.7,326.5,2026-08
T005683,15,13.3,145.8,2026-08
T005684,15,1.8,128.3,2026-08
T005685,15,19.5,144.0,2026-08
T005686,15,2.3,128.8,2026-08
T005687,15,3.8,120.8,2026-08
T005688,15,19.7,129.7,2026-08
T005689,40,3.0,126.7,2026-08
T005690,40,4.4,146.9,2026-08
T005691,40,9.6,152.1,2026-08
T005692,40,15.7,156.0,2026-08
T005693,40,8.4,131.2,2026-08
T005694,40,16.3,131.0,2026-08
T005695,40,10.4,120.6,2026-08
T005696,40,0.7,128.9,2026-08
T005697,40,9.5,136.6,2026-08
T005698,40,6.5,134.7,2026-08
T005699,40,4.9,138.6,2026-08
T005700,80,14.3,241.3,2026-08
T005701,80,15.4,245.2,2026-08
T005702,80,10.4,245.8,2026-08
T005703,80,7.4,234.4,2026-08
T005704,80,19.8,253.8,2026-08
T005705,80,6.2,251.4,2026-08
T005706,80,16.2,255.8,2026-08
T005707,80,6.7,235.1,2026-08
T005708,80,16.7,246.5,2026-08
T005709,80,6.9,240.9,2026-08
T005710,15,5.8,99.3,2026-08
T005711,15,8.0,112.4,2026-08
T005712,15,16.3,112.3,2026-08
T005713,40,0.4,128.6,2026-08
T005714,40,14.2,165.6,2026-08
T005715,40,1.3,149.3,2026-08
T005716,40,17.3,143.7,2026-08
T005717,40,7.0,162.8,2026-08
T005718,40,7.1,136.2,2026-08
T005719,80,16.5,328.9,2026-08
T005720,80,5.7,322.3,2026-08
T005721,80,14.8,341.2,2026-08
T005722,80,17.0,328.0,2026-08
T005723,80,12.7,347.5,2026-08
T005724,80,16.1,327.1,2026-08
T005725,80,16.2,338.4,2026-08
T005726,80,6.8,340.2,2026-08
T005727,80,12.3,345.7,2026-08
T005728,80,4.9,335.5,2026-08
T005729,80,18.6,336.6,2026-08
T005730,80,3.6,318.8,2026-08
T005731,15,14.3,141.3,2026-08
T005732,15,8.7,134.2,2026-08
T005733,15,12.6,125.6,2026-08
T005734,15,13.3,121.3,2026-08
T005735,40,0.5,127.8,2026-08
T005736,40,11.4,137.8,2026-08
T005737,40,13.0,134.0,2026-08
T005738,40,11.5,151.8,2026-08
T005739,40,19.6,153.3,2026-08
T005740,40,4.6,113.9,2026-08
T005741,40,18.8,152.5,2026-08
T005742,40,15.9,125.2,2026-08
T005743,80,6.9,245.1,2026-08
T005744,80,17.7,261.5,2026-08
T005745,80,11.1,240.9,2026-08
T005746,80,3.0,245.4,2026-08
T005747,80,15.6,259.4,2026-08
T005748,80,5.0,236.2,2026-08
T005749,80,7.9,243.3,2026-08
T005750,15,11.4,121.3,2026-08
T005751,15,14.6,107.1,2026-08
T005752,40,2.7,130.9,2026-08
T005753,40,14.6,141.0,2026-08
T005754,40,1.5,137.8,2026-08
T005755,40,19.2,156.4,2026-08
T005756,80,7.7,318.7,2026-08
T005757,80,4.9,331.3,2026-08
T005758,80,0.7,336.9,2026-08
T005759,80,19.6,347.4,2026-08
T005760,80,0.1,312.5,2026-08
T005761,80,5.8,335.0,2026-08
T005762,80,14.2,325.2,2026-08
T005763,80,11.2,320.8,2026-08
T005764,15,13.1,138.1,2026-08
T005765,15,8.7,140.2,2026-08
T005766,15,17.7,146.0,2026-08
T005767,40,12.5,139.8,2026-08
T005768,40,9.3,154.0,2026-08
T005769,40,13.7,127.5,2026-08
T005770,40,8.0,118.2,2026-08
T005771,40,13.6,124.7,2026-08
T005772,80,9.8,250.8,2026-08
T005773,80,1.3,238.1,2026-08
T005774,80,17.3,244.3,2026-08
T005775,80,6.2,250.0,2026-08
T005776,80,16.3,247.5,2026-08
T005777,80,12.9,246.9,2026-08
T005778,15,11.8,119.9,2026-08
T005779,15,9.9,113.1,2026-08
T005780,40,0.2,132.0,2026-08
T005781,40,25.7,177.1,2026-08
T005782,80,8.2,323.4,2026-08
T005783,80,4.0,322.0,2026-08
T005784,80,8.9,315.7,2026-08
T005785,15,4.0,126.0,2026-08
T005786,15,0.3,126.8,2026-08
T005787,15,15.3,145.3,2026-08
T005788,15,12.7,119.7,2026-08
T005789,15,15.3,125.3,2026-08
T005790,15,18.4,135.4,2026-08
T005791,40,15.6,136.6,2026-08
T005792,40,3.4,140.0,2026-08
T005793,40,14.6,137.4,2026-08
T005794,40,18.9,139.0,2026-08
T005795,40,2.7,139.3,2026-08
T005796,40,0.5,111.6,2026-08
T005797,40,1.6,132.6,2026-08
T005798,40,15.8,132.3,2026-08
T005799,40,15.4,143.1,2026-08
T005800,40,16.6,129.5,2026-08
T005801,40,8.4,125.8,2026-08
T005802,80,16.1,245.9,2026-08
T005803,80,19.1,250.3,2026-08
T005804,80,18.0,257.6,2026-08
T005805,80,13.0,241.4,2026-08
T005806,80,14.1,252.3,2026-08
T005807,80,11.0,242.2,2026-08
T005808,80,19.5,266.1,2026-08
T005809,80,7.5,244.3,2026-08
T005810,80,1.3,246.5,2026-08
T005811,80,9.8,250.8,2026-08
T005812,80,5.9,251.1,2026-08
T005813,15,11.9,106.4,2026-08
T005814,15,12.0,98.5,2026-08
T005815,15,13.0,100.5,2026-08
T005816,40,19.7,150.6,2026-08
T005817,40,13.6,164.6,2026-08
T005818,40,19.9,150.8,2026-08
T005819,40,12.1,169.8,2026-08
T005820,40,16.7,163.3,2026-08
T005821,40,13.8,145.6,2026-08
T005822,80,18.6,333.8,2026-08
T005823,80,0.7,315.9,2026-08
T005824,80,9.3,328.7,2026-08
T005825,80,17.6,335.6,2026-08
T005826,80,19.2,352.6,2026-08
T005827,80,5.8,333.6,2026-08
T005828,80,7.4,333.8,2026-08
T005829,80,32.7,356.3,2026-08
T005830,80,6.0,338.0,2026-08
T005831,80,16.2,345.4,2026-08
T005832,80,7.3,318.3,2026-08
T005833,15,12.9,139.9,2026-08
T005834,15,11.5,144.5,2026-08
T005835,15,19.1,154.3,2026-08
T005836,15,1.1,129.6,2026-08
T005837,40,14.3,149.8,2026-08
T005838,40,17.7,140.5,2026-08
T005839,40,6.7,152.2,2026-08
T005840,40,16.2,130.9,2026-08
T005841,40,15.5,145.4,2026-08
T005842,40,17.4,132.1,2026-08
T005843,40,9.0,118.3,2026-08
T005844,80,2.2,239.0,2026-08
T005845,80,17.7,257.3,2026-08
T005846,80,16.4,258.8,2026-08
T005847,80,2.7,232.5,2026-08
T005848,80,20.8,253.4,2026-08
T005849,80,15.6,256.6,2026-08
T005850,80,10.2,249.8,2026-08
T005851,15,14.5,102.5,2026-08
T005852,15,8.4,102.9,2026-08
T005853,40,19.6,172.8,2026-08
T005854,40,4.3,139.7,2026-08
T005855,40,13.3,171.0,2026-08
T005856,40,20.0,177.7,2026-08
T005857,80,3.7,323.1,2026-08
T005858,80,3.6,330.0,2026-08
T005859,80,9.7,316.5,2026-08
T005860,80,7.7,321.5,2026-08
T005861,80,1.6,323.8,2026-08
T005862,80,2.9,319.5,2026-08
T005863,80,17.8,326.0,2026-08
T005864,80,7.1,344.7,2026-08
T005865,15,1.4,130.9,2026-08
T005866,15,10.8,155.3,2026-08
T005867,15,11.4,123.9,2026-08
T005868,40,12.8,148.3,2026-08
T005869,40,16.9,156.8,2026-08
T005870,40,8.9,135.5,2026-08
T005871,40,16.6,133.1,2026-08
T005872,40,6.1,141.6,2026-08
T005873,80,7.3,244.1,2026-08
T005874,80,5.9,234.3,2026-08
T005875,80,14.3,252.5,2026-08
T005876,80,9.0,244.4,2026-08
T005877,80,5.0,234.8,2026-08
T005878,15,2.5,97.5,2026-08
T005879,15,0.4,87.4,2026-08
T005880,40,10.5,146.8,2026-08
T005881,40,15.9,162.5,2026-08
T005882,80,13.5,344.1,2026-08
T005883,80,6.9,336.1,2026-08
T005884,80,0.6,331.2,2026-08
T005885,80,6.4,324.4,2026-08
T005886,15,15.6,165.9,2026-08
T005887,15,6.8,135.8,2026-08
T005888,15,2.8,132.3,2026-08
T005889,15,6.2,144.7,2026-08
T005890,15,23.1,162.3,2026-08
T005891,15,10.7,118.2,2026-08
T005892,40,4.9,142.1,2026-08
T005893,40,13.0,136.7,2026-08
T005894,40,15.0,152.2,2026-08
T005895,40,3.1,127.7,2026-08
T005896,40,14.9,162.2,2026-08
T005897,40,9.8,124.5,2026-08
T005898,40,0.7,132.3,2026-08
T005899,40,12.3,122.5,2026-08
T005900,40,19.9,129.2,2026-08
T005901,40,12.0,140.3,2026-08
T005902,40,7.0,124.4,2026-08
T005903,80,2.9,238.3,2026-08
T005904,80,11.5,256.7,2026-08
T005905,80,0.1,243.9,2026-08
T005906,80,7.3,241.3,2026-08
T005907,80,18.7,255.5,2026-08
T005908,80,4.4,246.8,2026-08
T005909,80,34.5,276.9,2026-08
T005910,80,12.1,254.5,2026-08
T005911,80,12.8,255.2,2026-08
T005912,80,4.0,235.2,2026-08
T005913,80,15.7,252.5,2026-08
T005914,15,0.8,92.8,2026-08
T005915,15,4.3,93.3,2026-08
T005916,15,11.3,124.4,2026-08
T005917,40,16.2,144.4,2026-08
T005918,40,17.6,177.2,2026-08
T005919,40,5.1,163.6,2026-08
T005920,40,17.5,145.7,2026-08
T005921,40,17.4,149.2,2026-08
T005922,40,15.2,163.6,2026-08
T005923,80,13.7,321.9,2026-08
T005924,80,14.6,321.4,2026-08
T005925,80,1.6,318.2,2026-08
T005926,80,12.4,329.0,2026-08
T005927,80,19.9,344.9,2026-08
T005928,80,16.3,338.5,2026-08
T005929,80,6.2,329.8,2026-08
T005930,80,11.4,319.6,2026-08
T005931,80,18.3,344.7,2026-08
T005932,80,14.9,337.1,2026-08
T005933,80,17.1,329.5,2026-08
T005934,80,18.9,349.5,2026-08
T005935,15,17.1,169.3,2026-08
T005936,15,6.4,127.9,2026-08
T005937,15,7.5,117.0,2026-08
T005938,15,8.8,123.8,2026-08
T005939,40,6.3,132.7,2026-08
T005940,40,10.6,137.9,2026-08
T005941,40,10.8,132.7,2026-08
T005942,40,3.7,130.9,2026-08
T005943,40,2.3,129.5,2026-08
T005944,40,17.7,132.4,2026-08
T005945,40,27.2,152.1,2026-08
T005946,80,30.4,260.2,2026-08
T005947,80,8.6,252.4,2026-08
T005948,80,15.0,244.8,2026-08
T005949,80,7.9,236.3,2026-08
T005950,80,19.1,264.3,2026-08
T005951,80,18.4,246.8,2026-08
T005952,80,1.8,235.8,2026-08
T005953,15,12.6,105.6,2026-08
T005954,15,14.8,106.8,2026-08
T005955,40,15.6,151.0,2026-08
T005956,40,19.9,146.3,2026-08
T005957,40,8.7,137.8,2026-08
T005958,40,10.9,146.3,2026-08
T005959,80,1.9,312.9,2026-08
T005960,80,1.0,323.2,2026-08
T005961,80,6.7,335.9,2026-08
T005962,80,19.9,332.3,2026-08
T005963,80,8.3,322.1,2026-08
T005964,80,5.9,318.3,2026-08
T005965,80,8.6,318.2,2026-08
T005966,80,3.5,339.7,2026-08
T005967,15,10.1,155.5,2026-08
