trip_id,route_id,driver_id,vendor_id,shift_id,scheduled_pickup_time,actual_pickup_time,scheduled_drop_time,actual_drop_time,distance_km,cost,mode,status
T005083,R013,D0052,V1,S1,2026-08-07T08:15:00,2026-08-07T08:30:24,2026-08-07T09:00:00,2026-08-07T09:11:42.480912,11.8,255.7,cab,completed
T005084,R013,D0079,V3,S1,2026-08-07T08:15:00,2026-08-07T08:25:36,2026-08-07T09:00:00,2026-08-07T09:07:58.909878,11.0,252.3,cab,completed
T005085,R013,D0067,V3,S1,2026-08-07T08:15:00,2026-08-07T08:21:54,2026-08-07T09:00:00,2026-08-07T09:04:52.920297,10.6,235.1,cab,completed
T005086,R013,D0038,V5,S1,2026-08-07T08:15:00,2026-08-07T08:21:00,2026-08-07T09:00:00,2026-08-07T09:02:47.947265,10.7,235.6,cab,completed
T005087,R013,D0067,V3,S1,2026-08-07T08:15:00,2026-08-07T08:15:36,2026-08-07T09:00:00,2026-08-07T09:00:00,10.6,239.1,cab,completed
T005088,R013,D0040,V1,S1,2026-08-07T08:15:00,2026-08-07T08:27:54,2026-08-07T09:00:00,2026-08-07T09:11:24.907176,11.1,236.3,cab,completed
T005089,R013,D0083,V3,S1,2026-08-07T08:15:00,2026-08-07T08:18:42,2026-08-07T09:00:00,2026-08-07T09:02:01.278110,11.4,251.6,cab,completed
T005090,R013,D0031,V3,S1,2026-08-07T08:15:00,2026-08-07T08:17:18,2026-08-07T09:00:00,2026-08-07T09:00:00,11.8,248.8,cab,completed
T005091,R018,D0042,V5,S1,2026-08-07T08:15:00,2026-08-07T08:17:54,2026-08-07T09:00:00,2026-08-07T09:00:00,15.2,101.9,shuttle,completed
T005092,R018,D0084,V4,S1,2026-08-07T08:15:00,2026-08-07T08:23:36,2026-08-07T09:00:00,2026-08-07T09:06:32.761116,15.7,102.0,shuttle,completed
T005093,R018,D0051,V2,S1,2026-08-07T08:15:00,2026-08-07T08:30:24,2026-08-07T09:00:00,2026-08-07T09:11:42.425904,15.0,117.2,shuttle,completed
T005094,R020,D0005,V1,S1,2026-08-07T08:15:00,2026-08-07T08:15:36,2026-08-07T09:00:00,2026-08-07T09:00:00,10.1,140.2,nodal,completed
T005095,R020,D0097,V2,S1,2026-08-07T08:15:00,,2026-08-07T09:00:00,2026-08-07T09:06:44.256344,9.5,150.2,nodal,completed
T005096,R020,D0070,V2,S1,2026-08-07T08:15:00,2026-08-07T08:16:12,2026-08-07T09:00:00,2026-08-07T09:00:00,10.3,147.1,nodal,completed
T005097,R020,D0111,V1,S1,2026-08-07T08:15:00,2026-08-07T08:37:06,2026-08-07T09:00:00,2026-08-07T09:20:42.168988,9.9,130.2,nodal,completed
T005098,R020,D0068,V1,S1,2026-08-07T08:15:00,2026-08-07T08:22:00,2026-08-07T09:00:00,2026-08-07T09:02:13.643781,10.0,141.3,nodal,completed
T005099,R020,D0045,V1,S1,2026-08-07T08:15:00,2026-08-07T08:16:06,2026-08-07T09:00:00,2026-08-07T09:00:00,10.6,147.9,nodal,completed
T005100,R022,D0076,V3,S1,2026-08-07T08:15:00,2026-08-07T08:21:06,2026-08-07T09:00:00,2026-08-07T09:06:01.102368,17.3,332.5,cab,completed
T005101,R022,D0013,V5,S1,2026-08-07T08:15:00,2026-08-07T08:25:54,2026-08-07T09:00:00,2026-08-07T09:10:53.801607,17.3,328.2,cab,completed
T005102,R022,D0100,V3,S1,2026-08-07T08:15:00,2026-08-07T08:20:36,2026-08-07T09:00:00,2026-08-07T09:02:25.224105,18.1,345.1,cab,completed
T005103,R022,D0098,V5,S1,2026-08-07T08:15:00,2026-08-07T08:25:54,2026-08-07T09:00:00,2026-08-07T09:06:28.894751,16.5,313.4,cab,completed
T005104,R022,D0050,V5,S1,2026-08-07T08:15:00,2026-08-07T08:16:12,2026-08-07T09:00:00,2026-08-07T09:00:00,16.5,325.3,cab,completed
T005105,R022,D0079,V3,S1,2026-08-07T08:15:00,2026-08-07T08:20:06,2026-08-07T09:00:00,2026-08-07T09:04:25.650707,16.3,309.0,cab,completed
T005106,R022,D0028,V3,S1,2026-08-07T08:15:00,2026-08-07T08:17:54,2026-08-07T09:00:00,2026-08-07T09:02:48.930810,16.7,329.3,cab,completed
T005107,R022,D0027,V3,S1,2026-08-07T08:15:00,2026-08-07T08:17:54,2026-08-07T09:00:00,2026-08-07T09:01:55.866566,16.8,325.0,cab,completed
T005108,R022,D0103,V5,S1,2026-08-07T08:15:00,2026-08-07T08:16:06,2026-08-07T09:00:00,2026-08-07T09:00:00,18.3,355.1,cab,completed
T005109,R022,D0082,V1,S1,2026-08-07T08:15:00,2026-08-07T08:16:36,2026-08-07T09:00:00,2026-08-07T09:00:10.990731,18.0,334.6,cab,completed
T005110,R022,D0105,V3,S1,2026-08-07T08:15:00,2026-08-07T08:18:06,2026-08-07T09:00:00,2026-08-07T09:00:52.068127,17.1,331.3,cab,completed
T005111,R022,D0116,V5,S1,2026-08-07T08:15:00,2026-08-07T08:16:24,2026-08-07T09:00:00,2026-08-07T09:00:00,16.8,350.1,cab,completed
T005112,R003,D0017,V2,S2,2026-08-07T10:15:00,2026-08-07T10:28:06,2026-08-07T11:00:00,2026-08-07T11:12:08.154739,23.2,148.2,shuttle,completed
T005113,R003,D0103,V5,S2,2026-08-07T10:15:00,2026-08-07T10:20:00,2026-08-07T11:00:00,2026-08-07T11:03:37.666155,21.6,137.9,shuttle,completed
T005114,R006,D0084,V4,S2,2026-08-07T10:15:00,2026-08-07T10:19:18,2026-08-07T11:00:00,2026-08-07T11:04:05.944955,18.3,111.6,shuttle,completed
T005115,R006,D0022,V5,S2,2026-08-07T10:15:00,2026-08-07T10:22:30,2026-08-07T11:00:00,2026-08-07T11:03:18.446750,19.0,132.4,shuttle,completed
T005116,R008,D0054,V2,S2,2026-08-07T10:15:00,2026-08-07T10:16:18,2026-08-07T11:00:00,2026-08-07T11:00:00,9.6,145.6,nodal,completed
T005117,R008,D0078,V2,S2,2026-08-07T10:15:00,2026-08-07T10:15:48,2026-08-07T11:00:00,2026-08-07T11:00:00,9.1,150.8,nodal,completed
T005118,R008,D0053,V1,S2,2026-08-07T10:15:00,2026-08-07T10:19:00,2026-08-07T11:00:00,2026-08-07T11:00:41.133271,9.1,132.1,nodal,completed
T005119,R011,D0029,V2,S2,2026-08-07T10:15:00,2026-08-07T10:32:18,2026-08-07T11:00:00,2026-08-07T11:16:33.738902,8.3,152.7,nodal,completed
T005120,R011,D0070,V2,S2,2026-08-07T10:15:00,2026-08-07T10:15:12,2026-08-07T11:00:00,2026-08-07T11:00:00,8.1,149.1,nodal,completed
T005121,R011,D0051,V2,S2,2026-08-07T10:15:00,2026-08-07T10:15:18,2026-08-07T11:00:00,2026-08-07T11:00:00,8.6,136.0,nodal,completed
T005122,R011,D0058,V1,S2,2026-08-07T10:15:00,2026-08-07T10:18:48,2026-08-07T11:00:00,2026-08-07T11:00:00,7.8,125.1,nodal,completed
T005123,R013,D0103,V5,S2,2026-08-07T10:15:00,2026-08-07T10:21:00,2026-08-07T11:00:00,2026-08-07T11:04:46.974122,10.5,240.7,cab,completed
T005124,R013,D0116,V5,S2,2026-08-07T10:15:00,2026-08-07T10:15:36,2026-08-07T11:00:00,2026-08-07T11:00:00,10.9,246.6,cab,completed
T005125,R013,D0077,V5,S2,2026-08-07T10:15:00,2026-08-07T10:15:30,2026-08-07T11:00:00,2026-08-07T11:00:00,11.1,239.0,cab,completed
T005126,R013,D0018,V5,S2,2026-08-07T10:15:00,2026-08-07T10:24:54,2026-08-07T11:00:00,2026-08-07T11:08:43.504741,11.5,256.4,cab,completed
T005127,R013,D0089,V3,S2,2026-08-07T10:15:00,2026-08-07T10:23:30,2026-08-07T11:00:00,2026-08-07T11:05:34.733627,11.1,253.9,cab,completed
T005128,R013,D0117,V1,S2,2026-08-07T10:15:00,2026-08-07T10:16:12,2026-08-07T11:00:00,2026-08-07T11:00:00,10.5,231.6,cab,completed
T005129,R013,D0060,V3,S2,2026-08-07T10:15:00,2026-08-07T10:22:54,2026-08-07T11:00:00,2026-08-07T11:05:17.830285,11.2,255.0,cab,completed
T005130,R018,D0026,V4,S2,2026-08-07T10:15:00,2026-08-07T10:20:06,2026-08-07T11:00:00,2026-08-07T11:03:16.551862,14.8,105.3,shuttle,completed
T005131,R018,D0115,V4,S2,2026-08-07T10:15:00,2026-08-07T10:18:30,2026-08-07T11:00:00,2026-08-07T11:02:33.770423,14.8,98.7,shuttle,completed
T005132,R020,D0111,V1,S2,2026-08-07T10:15:00,2026-08-07T10:32:00,2026-08-07T11:00:00,2026-08-07T11:12:08.561443,9.6,144.4,nodal,completed
T005133,R020,D0024,V1,S2,2026-08-07T10:15:00,2026-08-07T10:26:06,2026-08-07T11:00:00,2026-08-07T11:10:58.855763,10.7,146.1,nodal,completed
T005134,R020,D0058,V1,S2,2026-08-07T10:15:00,2026-08-07T10:20:18,2026-08-07T11:00:00,2026-08-07T11:04:08.619323,9.7,129.6,nodal,completed
T005135,R020,D0080,V1,S2,2026-08-07T10:15:00,2026-08-07T10:43:24,2026-08-07T11:00:00,2026-08-07T11:28:12.166776,9.7,140.0,nodal,completed
T005136,R022,D0053,V1,S2,2026-08-07T10:15:00,2026-08-07T10:20:30,2026-08-07T11:00:00,2026-08-07T11:01:27.836134,17.6,346.3,cab,completed
T005137,R022,D0023,V3,S2,2026-08-07T10:15:00,2026-08-07T10:19:42,2026-08-07T11:00:00,2026-08-07T11:04:30.770069,16.6,331.5,cab,completed
T005138,R022,D0010,V1,S2,2026-08-07T10:15:00,2026-08-07T10:18:42,2026-08-07T11:00:00,2026-08-07T11:00:00,17.4,339.8,cab,completed
T005139,R022,D0082,V1,S2,2026-08-07T10:15:00,2026-08-07T10:23:42,2026-08-07T11:00:00,2026-08-07T11:07:50.866750,17.6,329.7,cab,completed
T005140,R022,D0042,V5,S2,2026-08-07T10:15:00,2026-08-07T10:27:06,2026-08-07T11:00:00,2026-08-07T11:07:29.860529,17.5,333.2,cab,completed
T005141,R022,D0028,V3,S2,2026-08-07T10:15:00,2026-08-07T10:34:30,2026-08-07T11:00:00,2026-08-07T11:16:53.651509,17.0,332.4,cab,completed
T005142,R022,D0068,V1,S2,2026-08-07T10:15:00,,2026-08-07T11:00:00,,17.7,332.0,cab,no_show
T005143,R022,D0088,V5,S2,2026-08-07T10:15:00,2026-08-07T10:16:00,2026-08-07T11:00:00,2026-08-07T11:00:00,17.1,334.8,cab,completed
T005144,R003,D0084,V4,S3,2026-08-07T21:15:00,2026-08-07T21:18:30,2026-08-07T22:00:00,2026-08-07T22:00:16.967794,22.3,138.9,shuttle,completed
T005145,R003,D0087,V2,S3,2026-08-07T21:15:00,2026-08-07T21:16:24,2026-08-07T22:00:00,2026-08-07T22:00:00,21.5,146.1,shuttle,completed
T005146,R006,D0002,V2,S3,2026-08-07T21:15:00,2026-08-07T21:18:48,2026-08-07T22:00:00,2026-08-07T22:00:00,20.0,142.0,shuttle,completed
T005147,R008,D0052,V1,S3,2026-08-07T21:15:00,2026-08-07T21:15:42,2026-08-07T22:00:00,2026-08-07T22:00:00,9.7,141.3,nodal,completed
T005148,R008,D0110,V1,S3,2026-08-07T21:15:00,2026-08-07T21:19:54,2026-08-07T22:00:00,2026-08-07T22:04:28.125966,9.3,130.5,nodal,completed
T005149,R011,D0081,V2,S3,2026-08-07T21:15:00,2026-08-07T21:19:42,2026-08-07T22:00:00,2026-08-07T22:03:48.194230,7.7,131.2,nodal,completed
T005150,R011,D0024,V1,S3,2026-08-07T21:15:00,2026-08-07T21:20:00,2026-08-07T22:00:00,2026-08-07T22:04:05.781955,8.1,123.2,nodal,completed
T005151,R011,D0056,V1,S3,2026-08-07T21:15:00,2026-08-07T21:28:06,2026-08-07T22:00:00,2026-08-07T22:09:32.099307,8.4,130.7,nodal,completed
T005152,R013,D0082,V1,S3,2026-08-07T21:15:00,2026-08-07T21:17:12,2026-08-07T22:00:00,2026-08-07T22:00:26.731847,10.7,248.6,cab,completed
T005153,R013,D0120,V5,S3,2026-08-07T21:15:00,2026-08-07T21:16:06,2026-08-07T22:00:00,2026-08-07T22:00:00,11.8,256.5,cab,completed
T005154,R013,D0055,V3,S3,2026-08-07T21:15:00,2026-08-07T21:15:36,2026-08-07T22:00:00,2026-08-07T22:00:00,11.3,245.1,cab,completed
T005155,R013,D0108,V5,S3,2026-08-07T21:15:00,2026-08-07T21:19:30,2026-08-07T22:00:00,2026-08-07T22:00:00,10.7,244.0,cab,completed
T005156,R013,D0004,V5,S3,2026-08-07T21:15:00,2026-08-07T21:15:48,2026-08-07T22:00:00,2026-08-07T22:00:00,10.8,251.2,cab,completed
T005157,R018,D0084,V4,S3,2026-08-07T21:15:00,2026-08-07T21:19:30,2026-08-07T22:00:00,2026-08-07T22:03:40.019125,16.1,98.0,shuttle,completed
T005158,R018,D0054,V2,S3,2026-08-07T21:15:00,2026-08-07T21:16:42,2026-08-07T22:00:00,2026-08-07T22:00:00,15.8,111.9,shuttle,completed
T005159,R020,D0002,V2,S3,2026-08-07T21:15:00,2026-08-07T21:16:24,2026-08-07T22:00:00,2026-08-07T22:00:00,10.6,164.1,nodal,completed
T005160,R020,D0097,V2,S3,2026-08-07T21:15:00,2026-08-07T21:16:30,2026-08-07T22:00:00,2026-08-07T22:00:00,10.4,147.9,nodal,completed
T005161,R020,D0012,V2,S3,2026-08-07T21:15:00,2026-08-07T21:17:06,2026-08-07T22:00:00,2026-08-07T22:00:00,10.8,160.2,nodal,completed
T005162,R022,D0003,V1,S3,2026-08-07T21:15:00,2026-08-07T21:33:36,2026-08-07T22:00:00,2026-08-07T22:15:04.560615,16.4,319.7,cab,completed
T005163,R022,D0037,V3,S3,2026-08-07T21:15:00,2026-08-07T21:15:00,2026-08-07T22:00:00,2026-08-07T22:00:00,17.0,337.2,cab,completed
T005164,R022,D0043,V1,S3,2026-08-07T21:15:00,2026-08-07T21:17:24,2026-08-07T22:00:00,2026-08-07T22:01:44.820462,17.5,344.4,cab,completed
T005165,R022,D0003,V1,S3,2026-08-07T21:15:00,2026-08-07T21:26:12,2026-08-07T22:00:00,2026-08-07T22:06:14.378917,16.7,320.6,cab,completed
T005166,R003,D0007,V4,S1,2026-08-10T08:15:00,2026-08-10T08:21:48,2026-08-10T09:00:00,2026-08-10T09:01:59.122510,22.2,146.0,shuttle,completed
T005167,R003,D0013,V5,S1,2026-08-10T08:15:00,2026-08-10T08:24:48,2026-08-10T09:00:00,2026-08-10T09:08:58.807813,23.4,146.7,shuttle,completed
T005168,R003,D0014,V5,S1,2026-08-10T08:15:00,2026-08-10T08:28:18,2026-08-10T09:00:00,2026-08-10T09:11:48.790780,23.5,135.2,shuttle,completed
T005169,R006,D0074,V4,S1,2026-08-10T08:15:00,2026-08-10T08:24:00,2026-08-10T09:00:00,2026-08-10T09:05:21.490720,18.9,126.2,shuttle,completed
T005170,R006,D0026,V4,S1,2026-08-10T08:15:00,2026-08-10T08:43:18,2026-08-10T09:00:00,2026-08-10T09:25:49.919610,20.3,131.7,shuttle,completed
T005171,R006,D0118,V4,S1,2026-08-10T08:15:00,2026-08-10T08:19:18,2026-08-10T09:00:00,2026-08-10T09:00:00,18.9,124.4,shuttle,completed
T005172,R008,D0082,V1,S1,2026-08-10T08:15:00,2026-08-10T08:16:24,2026-08-10T09:00:00,2026-08-10T09:00:00,9.3,128.8,nodal,completed
T005173,R008,D0117,V1,S1,2026-08-10T08:15:00,2026-08-10T08:16:36,2026-08-10T09:00:00,2026-08-10T09:00:00,8.6,129.1,nodal,completed
T005174,R008,D0114,V2,S1,2026-08-10T08:15:00,2026-08-10T08:16:12,2026-08-10T09:00:00,2026-08-10T09:00:00,8.6,137.2,nodal,completed
T005175,R008,D0056,V1,S1,2026-08-10T08:15:00,2026-08-10T08:33:42,2026-08-10T09:00:00,2026-08-10T09:16:32.227773,9.6,132.6,nodal,completed
T005176,R008,D0053,V1,S1,2026-08-10T08:15:00,2026-08-10T08:21:42,2026-08-10T09:00:00,2026-08-10T09:05:37.158732,9.7,127.6,nodal,completed
T005177,R011,D0114,V2,S1,2026-08-10T08:15:00,2026-08-10T08:21:12,2026-08-10T09:00:00,2026-08-10T09:06:10.184254,7.8,139.5,nodal,completed
T005178,R011,D0081,V2,S1,2026-08-10T08:15:00,2026-08-10T08:16:00,2026-08-10T09:00:00,2026-08-10T09:00:00,7.9,131.1,nodal,completed
T005179,R011,D0110,V1,S1,2026-08-10T08:15:00,2026-08-10T08:20:00,2026-08-10T09:00:00,2026-08-10T09:03:37.314921,8.5,133.3,nodal,completed
T005180,R011,D0011,V2,S1,2026-08-10T08:15:00,2026-08-10T08:17:24,2026-08-10T09:00:00,2026-08-10T09:00:17.106174,7.9,142.2,nodal,completed
T005181,R011,D0096,V2,S1,2026-08-10T08:15:00,2026-08-10T08:21:18,2026-08-10T09:00:00,2026-08-10T09:01:24.645205,8.6,143.7,nodal,completed
T005182,R013,D0037,V3,S1,2026-08-10T08:15:00,2026-08-10T08:20:18,2026-08-10T09:00:00,2026-08-10T09:03:36.682746,10.7,249.2,cab,completed
T005183,R013,D0033,V1,S1,2026-08-10T08:15:00,2026-08-10T08:29:54,2026-08-10T09:00:00,2026-08-10T09:10:55.636845,10.6,230.2,cab,completed
T005184,R013,D0108,V5,S1,2026-08-10T08:15:00,2026-08-10T08:16:06,2026-08-10T09:00:00,2026-08-10T09:00:00,10.5,228.4,cab,completed
T005185,R013,D0076,V3,S1,2026-08-10T08:15:00,2026-08-10T08:21:30,2026-08-10T09:00:00,2026-08-10T09:03:10.249904,11.6,256.1,cab,completed
T005186,R013,D0048,V5,S1,2026-08-10T08:15:00,2026-08-10T08:17:12,2026-08-10T09:00:00,2026-08-10T09:00:00,11.5,243.4,cab,completed
T005187,R013,D0058,V1,S1,2026-08-10T08:15:00,2026-08-10T08:19:12,2026-08-10T09:00:00,2026-08-10T09:00:18.167625,11.1,242.0,cab,completed
T005188,R013,D0117,V1,S1,2026-08-10T08:15:00,2026-08-10T08:29:12,2026-08-10T09:00:00,2026-08-10T09:10:03.121317,10.9,245.3,cab,completed
T005189,R013,D0062,V3,S1,2026-08-10T08:15:00,2026-08-10T08:17:24,2026-08-10T09:00:00,2026-08-10T09:00:00,11.1,254.1,cab,completed
T005190,R013,D0080,V1,S1,2026-08-10T08:15:00,2026-08-10T08:17:12,2026-08-10T09:00:00,2026-08-10T09:00:28.286396,10.8,237.0,cab,completed
T005191,R013,D0076,V3,S1,2026-08-10T08:15:00,2026-08-10T08:15:30,2026-08-10T09:00:00,2026-08-10T09:00:00,11.7,262.2,cab,completed
T005192,R013,D0023,V3,S1,2026-08-10T08:15:00,2026-08-10T08:18:00,2026-08-10T09:00:00,2026-08-10T09:01:48.189298,11.5,251.5,cab,completed
T005193,R018,D0104,V4,S1,2026-08-10T08:15:00,2026-08-10T08:27:54,2026-08-10T09:00:00,2026-08-10T09:12:10.572130,14.9,100.0,shuttle,completed
T005194,R018,D0050,V5,S1,2026-08-10T08:15:00,2026-08-10T08:18:36,2026-08-10T09:00:00,2026-08-10T09:00:20.202865,15.1,102.2,shuttle,completed
T005195,R018,D0109,V4,S1,2026-08-10T08:15:00,2026-08-10T08:15:42,2026-08-10T09:00:00,2026-08-10T09:00:00,15.5,105.4,shuttle,completed
T005196,R020,D0043,V1,S1,2026-08-10T08:15:00,2026-08-10T08:21:12,2026-08-10T09:00:00,2026-08-10T09:03:28.699673,10.1,146.0,nodal,completed
T005197,R020,D0090,V2,S1,2026-08-10T08:15:00,2026-08-10T08:19:30,2026-08-10T09:00:00,2026-08-10T09:02:16.512775,10.1,156.6,nodal,completed
T005198,R020,D0096,V2,S1,2026-08-10T08:15:00,2026-08-10T08:19:12,2026-08-10T09:00:00,2026-08-10T09:00:44.645344,9.7,161.0,nodal,completed
T005199,R020,D0087,V2,S1,2026-08-10T08:15:00,2026-08-10T08:19:24,2026-08-10T09:00:00,2026-08-10T09:01:12.085609,10.2,159.8,nodal,completed
T005200,R020,D0011,V2,S1,2026-08-10T08:15:00,2026-08-10T08:19:48,2026-08-10T09:00:00,2026-08-10T09:02:32.236853,10.7,170.5,nodal,completed
T005201,R020,D0090,V2,S1,2026-08-10T08:15:00,2026-08-10T08:23:00,2026-08-10T09:00:00,2026-08-10T09:03:16.332023,10.2,163.5,nodal,completed
T005202,R022,D0064,V3,S1,2026-08-10T08:15:00,2026-08-10T08:16:36,2026-08-10T09:00:00,2026-08-10T09:00:29.886882,17.6,327.6,cab,completed
T005203,R022,D0031,V3,S1,2026-08-10T08:15:00,2026-08-10T08:15:06,2026-08-10T09:00:00,2026-08-10T09:00:00,17.9,339.6,cab,completed
T005204,R022,D0079,V3,S1,2026-08-10T08:15:00,,2026-08-10T09:00:00,,17.9,333.3,cab,no_show
T005205,R022,D0117,V1,S1,2026-08-10T08:15:00,2026-08-10T08:37:36,2026-08-10T09:00:00,2026-08-10T09:20:49.430943,16.3,324.9,cab,completed
T005206,R022,D0076,V3,S1,2026-08-10T08:15:00,2026-08-10T08:15:00,2026-08-10T09:00:00,2026-08-10T09:00:00,17.6,332.8,cab,completed
T005207,R022,D0099,V5,S1,2026-08-10T08:15:00,2026-08-10T08:17:42,2026-08-10T09:00:00,2026-08-10T09:00:55.741194,18.2,343.1,cab,completed
T005208,R022,D0117,V1,S1,2026-08-10T08:15:00,2026-08-10T08:20:30,2026-08-10T09:00:00,2026-08-10T09:04:17.378864,17.2,323.8,cab,completed
T005209,R022,D0116,V5,S1,2026-08-10T08:15:00,2026-08-10T08:28:24,2026-08-10T09:00:00,2026-08-10T09:12:51.101993,16.7,324.6,cab,completed
T005210,R022,D0103,V5,S1,2026-08-10T08:15:00,2026-08-10T08:20:12,2026-08-10T09:00:00,2026-08-10T09:01:12.614166,17.4,331.9,cab,completed
T005211,R022,D0033,V1,S1,2026-08-10T08:15:00,2026-08-10T08:15:30,2026-08-10T09:00:00,2026-08-10T09:00:00,18.3,342.1,cab,completed
T005212,R022,D0108,V5,S1,2026-08-10T08:15:00,,2026-08-10T09:00:00,2026-08-10T09:02:35.642946,17.2,334.8,cab,completed
T005213,R003,D0061,V4,S2,2026-08-10T10:15:00,2026-08-10T10:16:00,2026-08-10T11:00:00,2026-08-10T11:00:00,22.2,129.0,shuttle,completed
T005214,R003,D0042,V5,S2,2026-08-10T10:15:00,2026-08-10T10:22:18,2026-08-10T11:00:00,2026-08-10T11:02:36.832393,23.7,142.7,shuttle,completed
T005215,R006,D0081,V2,S2,2026-08-10T10:15:00,2026-08-10T10:17:06,2026-08-10T11:00:00,2026-08-10T11:00:57.986687,19.6,145.5,shuttle,completed
T005216,R006,D0030,V2,S2,2026-08-10T10:15:00,,2026-08-10T11:00:00,2026-08-10T11:00:02.809480,19.1,137.4,shuttle,completed
T005217,R008,D0081,V2,S2,2026-08-10T10:15:00,2026-08-10T10:23:18,2026-08-10T11:00:00,2026-08-10T11:04:20.502689,8.6,137.1,nodal,completed
T005218,R008,D0072,V2,S2,2026-08-10T10:15:00,2026-08-10T10:23:42,2026-08-10T11:00:00,2026-08-10T11:04:38.152079,8.6,142.7,nodal,completed
T005219,R008,D0015,V1,S2,2026-08-10T10:15:00,2026-08-10T10:18:42,2026-08-10T11:00:00,2026-08-10T11:03:04.149147,8.6,125.0,nodal,completed
T005220,R008,D0009,V1,S2,2026-08-10T10:15:00,2026-08-10T10:17:24,2026-08-10T11:00:00,2026-08-10T11:00:00,9.5,135.9,nodal,completed
T005221,R011,D0114,V2,S2,2026-08-10T10:15:00,2026-08-10T10:15:48,2026-08-10T11:00:00,2026-08-10T11:00:00,7.7,125.4,nodal,completed
T005222,R011,D0012,V2,S2,2026-08-10T10:15:00,2026-08-10T10:28:30,2026-08-10T11:00:00,2026-08-10T11:12:12.697249,7.7,151.8,nodal,completed
T005223,R011,D0040,V1,S2,2026-08-10T10:15:00,2026-08-10T10:24:00,2026-08-10T11:00:00,2026-08-10T11:08:58.627254,7.8,122.3,nodal,completed
T005224,R011,D0029,V2,S2,2026-08-10T10:15:00,2026-08-10T10:19:36,2026-08-10T11:00:00,2026-08-10T11:02:40.656054,8.1,139.2,nodal,completed
T005225,R013,D0048,V5,S2,2026-08-10T10:15:00,2026-08-10T10:21:00,2026-08-10T11:00:00,2026-08-10T11:04:10.411815,10.6,241.6,cab,completed
T005226,R013,D0043,V1,S2,2026-08-10T10:15:00,2026-08-10T10:15:24,2026-08-10T11:00:00,2026-08-10T11:00:13.595127,11.8,254.4,cab,completed
T005227,R013,D0033,V1,S2,2026-08-10T10:15:00,2026-08-10T10:41:30,2026-08-10T11:00:00,2026-08-10T11:22:30.962215,10.6,230.2,cab,completed
T005228,R013,D0035,V1,S2,2026-08-10T10:15:00,2026-08-10T10:21:42,2026-08-10T11:00:00,2026-08-10T11:03:11.622739,11.3,255.8,cab,completed
T005229,R013,D0038,V5,S2,2026-08-10T10:15:00,2026-08-10T10:16:24,2026-08-10T11:00:00,2026-08-10T11:00:42.716715,11.7,250.8,cab,completed
T005230,R013,D0079,V3,S2,2026-08-10T10:15:00,2026-08-10T10:15:48,2026-08-10T11:00:00,2026-08-10T11:00:00,10.5,243.1,cab,completed
T005231,R013,D0047,V3,S2,2026-08-10T10:15:00,2026-08-10T10:21:00,2026-08-10T11:00:00,2026-08-10T11:05:42.520143,11.3,250.2,cab,completed
T005232,R013,D0050,V5,S2,2026-08-10T10:15:00,2026-08-10T10:15:12,2026-08-10T11:00:00,2026-08-10T11:00:00,10.6,232.5,cab,completed
T005233,R018,D0102,V4,S2,2026-08-10T10:15:00,2026-08-10T10:23:30,2026-08-10T11:00:00,2026-08-10T11:05:58.616179,15.5,112.5,shuttle,completed
T005234,R018,D0069,V5,S2,2026-08-10T10:15:00,2026-08-10T10:17:54,2026-08-10T11:00:00,2026-08-10T11:00:00,14.4,101.6,shuttle,completed
T005235,R020,D0030,V2,S2,2026-08-10T10:15:00,2026-08-10T10:35:12,2026-08-10T11:00:00,2026-08-10T11:17:59.314934,10.3,159.1,nodal,completed
T005236,R020,D0020,V2,S2,2026-08-10T10:15:00,2026-08-10T10:18:36,2026-08-10T11:00:00,2026-08-10T11:00:29.156009,10.1,156.7,nodal,completed
T005237,R020,D0070,V2,S2,2026-08-10T10:15:00,2026-08-10T10:31:00,2026-08-10T11:00:00,2026-08-10T11:11:12.874413,10.6,152.8,nodal,completed
T005238,R020,D0070,V2,S2,2026-08-10T10:15:00,2026-08-10T10:16:18,2026-08-10T11:00:00,2026-08-10T11:01:06.164583,10.4,154.6,nodal,completed
T005239,R022,D0088,V5,S2,2026-08-10T10:15:00,2026-08-10T10:19:06,2026-08-10T11:00:00,2026-08-10T11:01:36.225625,16.5,328.4,cab,completed
T005240,R022,D0024,V1,S2,2026-08-10T10:15:00,2026-08-10T10:17:24,2026-08-10T11:00:00,2026-08-10T11:00:54.664651,17.2,328.7,cab,completed
T005241,R022,D0064,V3,S2,2026-08-10T10:15:00,2026-08-10T10:24:30,2026-08-10T11:00:00,2026-08-10T11:08:24.858183,16.3,319.9,cab,completed
T005242,R022,D0036,V3,S2,2026-08-10T10:15:00,2026-08-10T10:21:12,2026-08-10T11:00:00,2026-08-10T11:01:39.112206,16.2,321.7,cab,completed
T005243,R022,D0027,V3,S2,2026-08-10T10:15:00,2026-08-10T10:15:00,2026-08-10T11:00:00,2026-08-10T11:00:00,16.4,318.5,cab,completed
T005244,R022,D0116,V5,S2,2026-08-10T10:15:00,2026-08-10T10:16:54,2026-08-10T11:00:00,2026-08-10T11:00:00,16.5,326.9,cab,completed
T005245,R022,D0049,V3,S2,2026-08-10T10:15:00,2026-08-10T10:22:54,2026-08-10T11:00:00,2026-08-10T11:05:07.318444,16.5,312.2,cab,completed
