trip_id,delay_minutes,delay_reason_code
T003592,10.0,vehicle_issue
T003593,0.1,
T003594,8.2,unknown
T003595,11.5,traffic
T003596,1.3,
T003597,1.0,
T003598,12.3,traffic
T003599,5.3,route_change
T003600,2.7,traffic
T003601,22.4,traffic
T003602,4.4,unknown
T003603,9.6,driver_late
T003604,2.6,traffic
T003605,24.2,vehicle_issue
T003606,10.3,unknown
T003607,0.1,
T003608,2.4,traffic
T003609,0.4,
T003610,3.6,vehicle_issue
T003611,4.6,traffic
T003612,2.1,traffic
T003613,3.1,traffic
T003614,2.3,unknown
T003615,3.1,traffic
T003616,3.3,driver_late
T003617,4.2,vehicle_issue
T003618,3.2,driver_late
T003619,5.7,vehicle_issue
T003620,1.0,
T003621,0.2,
T003622,6.7,vehicle_issue
T003623,13.8,route_change
T003624,0.5,
T003625,3.7,traffic
T003626,12.7,traffic
T003627,6.9,traffic
T003628,4.4,traffic
T003629,8.7,unknown
T003630,9.3,traffic
T003631,0.7,
T003632,3.5,route_change
T003633,6.2,driver_late
T003634,1.0,
T003635,2.8,traffic
T003636,0.6,
T003637,1.8,
T003638,1.9,
T003639,1.7,
T003640,5.9,driver_late
T003641,0.5,
T003642,2.3,driver_late
T003643,0.8,
T003644,0.6,
T003645,1.1,
T003646,3.3,vehicle_issue
T003647,0.7,
T003648,3.3,traffic
T003649,11.7,driver_late
T003650,42.2,unknown
T003651,7.1,traffic
T003652,1.0,
T003653,5.1,vehicle_issue
T003654,20.8,unknown
T003655,1.5,
T003656,4.7,vehicle_issue
T003657,6.6,traffic
T003658,6.2,traffic
T003659,6.2,unknown
T003660,2.4,vehicle_issue
T003661,3.6,driver_late
T003662,2.6,vehicle_issue
T003663,3.5,traffic
T003664,11.2,traffic
T003665,2.0,
T003666,1.3,
T003667,5.7,route_change
T003668,4.7,traffic
T003669,1.4,
T003670,13.0,driver_late
T003671,0.3,
T003672,6.6,driver_late
T003673,0.3,
T003674,3.2,driver_late
T003675,1.6,
T003676,3.0,vehicle_issue
T003677,10.5,vehicle_issue
T003678,0.1,
T003679,1.8,
T003680,1.1,
T003681,0.9,
T003682,13.5,traffic
T003683,8.3,driver_late
T003684,3.7,traffic
T003685,4.2,driver_late
T003686,8.8,driver_late
T003687,5.3,traffic
T003688,1.5,
T003689,4.0,traffic
T003690,1.5,
T003691,1.0,
T003692,0.3,
T003693,3.6,driver_late
T003694,1.1,
T003695,3.6,traffic
T003696,10.1,vehicle_issue
T003697,6.4,unknown
T003698,6.9,route_change
T003699,11.5,traffic
T003700,0.9,
T003701,18.9,driver_late
T003702,2.2,driver_late
T003703,33.2,route_change
T003704,10.2,driver_late
T003705,1.7,
T003706,1.4,
T003707,0.8,
T003708,3.1,driver_late
T003709,1.6,
T003710,2.6,unknown
T003711,1.3,
T003712,3.7,route_change
T003713,5.4,vehicle_issue
T003714,0.1,
T003715,7.1,driver_late
T003716,14.1,driver_late
T003717,6.4,vehicle_issue
T003718,21.5,traffic
T003719,2.3,route_change
T003720,9.0,vehicle_issue
T003721,4.5,traffic
T003722,7.3,unknown
T003723,5.0,driver_late
T003724,0.9,
T003725,0.7,
T003726,3.0,driver_late
T003727,4.7,unknown
T003728,10.5,unknown
T003729,3.8,driver_late
T003730,8.9,route_change
T003731,0.3,
T003732,10.9,traffic
T003733,0.2,
T003734,2.1,traffic
T003735,0.1,
T003736,19.0,traffic
T003737,2.4,driver_late
T003738,3.4,traffic
T003739,0.4,
T003740,9.1,unknown
T003741,0.9,
T003742,1.0,
T003743,2.6,unknown
T003744,29.5,driver_late
T003745,13.4,vehicle_issue
T003746,5.4,traffic
T003747,4.7,route_change
T003748,2.7,driver_late
T003749,1.3,
T003750,3.8,vehicle_issue
T003751,12.5,driver_late
T003752,9.0,vehicle_issue
T003753,5.8,traffic
T003754,10.2,driver_late
T003755,17.8,vehicle_issue
T003756,0.4,
T003757,2.3,driver_late
T003758,1.7,
T003759,2.8,traffic
T003760,2.0,
T003761,1.4,
T003762,6.0,vehicle_issue
T003763,2.4,driver_late
T003764,3.5,driver_late
T003765,21.2,vehicle_issue
T003766,11.0,driver_late
T003767,9.9,unknown
T003768,13.7,driver_late
T003769,1.4,
T003770,4.9,traffic
T003771,3.5,vehicle_issue
T003772,0.3,
T003773,4.2,driver_late
T003774,17.0,driver_late
T003775,6.2,traffic
T003776,3.0,traffic
T003777,9.8,unknown
T003778,14.9,vehicle_issue
T003779,1.7,
T003780,3.9,driver_late
T003781,4.8,driver_late
T003782,10.5,driver_late
T003783,0.6,
T003784,6.1,traffic
T003785,0.8,
T003786,2.1,driver_late
T003787,13.6,vehicle_issue
T003788,1.4,
T003789,18.6,vehicle_issue
T003790,5.4,route_change
T003791,10.6,traffic
T003792,0.2,
T003793,2.2,driver_late
T003794,7.3,driver_late
T003795,0.2,
T003796,4.2,unknown
T003797,12.3,traffic
T003798,4.4,traffic
T003799,3.2,driver_late
T003800,10.0,traffic
T003801,2.1,traffic
T003802,6.8,vehicle_issue
T003803,7.6,vehicle_issue
T003804,3.9,driver_late
T003805,5.0,driver_late
T003806,10.3,route_change
T003807,17.0,traffic
T003808,2.5,traffic
T003809,10.4,vehicle_issue
T003810,16.8,driver_late
T003811,4.2,unknown
T003812,4.3,traffic
T003813,3.5,vehicle_issue
T003814,7.2,traffic
T003815,0.2,
T003816,2.1,traffic
T003817,2.2,traffic
T003818,10.7,vehicle_issue
T003819,10.7,driver_late
T003820,4.2,traffic
T003821,6.3,driver_late
T003822,1.5,
T003823,7.4,driver_late
T003824,9.1,driver_late
T003825,1.3,
T003826,2.2,traffic
T003827,8.5,driver_late
T003828,8.1,route_change
T003829,1.4,
T003830,13.0,traffic
T003831,2.1,unknown
T003832,3.9,traffic
T003833,7.1,route_change
T003834,6.2,traffic
T003835,16.8,route_change
T003836,8.2,driver_late
T003837,1.9,
T003838,6.9,traffic
T003839,0.4,
T003840,19.6,driver_late
T003841,2.6,vehicle_issue
T003842,9.6,route_change
T003843,9.3,unknown
T003844,6.3,unknown
T003845,0.9,
T003846,5.6,vehicle_issue
T003847,1.3,
T003848,11.9,vehicle_issue
T003849,3.5,traffic
T003850,2.4,vehicle_issue
T003851,0.5,
T003852,12.3,traffic
T003853,0.7,
T003854,10.3,driver_late
T003855,2.3,traffic
T003856,0.4,
T003857,14.2,unknown
T003858,7.2,unknown
T003859,8.5,unknown
T003860,2.5,traffic
T003861,3.6,traffic
T003862,10.9,traffic
T003863,5.8,traffic
T003864,2.3,traffic
T003865,13.1,traffic
T003866,1.8,
T003867,0.2,
T003868,0.7,
T003869,7.5,driver_late
T003870,17.7,driver_late
T003871,3.5,vehicle_issue
T003872,12.5,vehicle_issue
T003873,1.5,
T003874,0.6,
T003875,0.1,
T003876,1.0,
T003877,3.0,driver_late
T003878,5.8,route_change
T003879,6.4,driver_late
T003880,0.7,
T003881,0.1,
T003882,1.1,
T003883,6.6,traffic
T003884,6.0,unknown
T003885,22.2,traffic
T003886,0.2,
T003887,1.6,
T003888,0.1,
T003889,1.8,
T003890,15.6,traffic
T003891,1.3,
T003892,1.5,
T003893,4.1,driver_late
T003894,2.9,vehicle_issue
T003895,0.7,
T003896,6.9,traffic
T003897,1.4,
T003898,4.7,traffic
T003899,5.9,driver_late
T003900,1.0,
T003901,6.5,driver_late
T003902,0.6,
T003903,10.7,driver_late
T003904,0.0,
T003905,9.5,vehicle_issue
T003906,1.6,
T003907,4.4,traffic
T003908,3.2,vehicle_issue
T003909,5.0,traffic
T003910,2.2,traffic
T003911,0.6,
T003912,2.3,unknown
T003913,0.3,
T003914,7.6,traffic
T003915,1.8,
T003916,8.2,driver_late
T003917,1.1,
T003918,2.8,vehicle_issue
T003919,3.8,traffic
T003920,6.6,traffic
T003921,0.5,
T003922,0.6,
T003923,1.5,
T003924,1.5,
T003925,3.3,vehicle_issue
T003926,8.1,route_change
T003927,0.7,
T003928,2.2,traffic
T003929,0.8,
T003930,0.6,
T003931,3.0,driver_late
T003932,4.8,traffic
T003933,2.0,
T003934,1.5,
T003935,0.1,
T003936,2.5,driver_late
T003937,10.4,vehicle_issue
T003938,2.2,traffic
T003939,3.6,unknown
T003940,6.3,vehicle_issue
T003941,2.5,traffic
T003942,6.0,driver_late
T003943,0.4,
T003944,1.1,
T003945,4.6,unknown
T003946,7.9,traffic
T003947,12.6,traffic
T003948,0.4,
T003949,2.4,traffic
T003950,7.7,traffic
T003951,4.0,vehicle_issue
T003952,2.0,
T003953,0.9,
T003954,5.1,driver_late
T003955,20.3,traffic
T003956,19.5,driver_late
T003957,4.1,driver_late
T003958,0.9,
T003959,1.7,
T003960,24.3,traffic
T003961,0.5,
T003962,2.4,vehicle_issue
T003963,3.0,driver_late
T003964,10.2,driver_late
T003965,3.8,traffic
T003966,10.2,driver_late
T003967,13.4,traffic
T003968,1.6,
T003969,5.9,vehicle_issue
T003970,1.7,
T003971,5.9,unknown
T003972,16.1,traffic
T003973,3.3,traffic
T003974,5.3,vehicle_issue
T003975,7.5,driver_late
T003976,0.8,
T003977,6.8,driver_late
T003978,6.6,unknown
T003979,2.1,unknown
T003980,2.8,unknown
T003981,1.7,
T003982,3.8,driver_late
T003983,7.6,driver_late
T003984,2.3,driver_late
T003985,20.9,driver_late
T003986,3.4,traffic
T003987,1.8,
T003988,6.8,traffic
T003989,6.0,traffic
T003990,12.2,unknown
T003991,11.9,route_change
T003992,0.5,
T003993,7.5,traffic
T003994,3.2,traffic
T003995,5.4,traffic
T003996,8.2,vehicle_issue
T003997,1.9,
T003998,1.6,
T003999,6.2,driver_late
T004000,1.1,
T004001,6.6,driver_late
T004002,3.1,route_change
T004003,9.3,traffic
T004004,12.6,driver_late
T004005,1.2,
T004006,5.9,driver_late
T004007,7.0,vehicle_issue
T004008,0.8,
T004009,8.6,driver_late
T004010,16.3,route_change
T004011,3.6,vehicle_issue
T004012,2.6,driver_late
T004013,15.6,traffic
T004014,3.8,traffic
T004015,0.2,
T004016,20.7,unknown
T004017,14.1,driver_late
T004018,1.0,
T004019,10.1,driver_late
T004020,2.8,vehicle_issue
T004021,1.1,
T004022,4.1,traffic
T004023,0.5,
T004024,15.7,route_change
T004025,3.1,unknown
T004026,0.8,
T004027,19.7,traffic
T004028,1.7,
T004029,17.5,vehicle_issue
T004030,5.4,vehicle_issue
T004031,8.5,traffic
T004032,4.2,traffic
T004033,12.5,traffic
T004034,16.3,traffic
T004035,0.6,
T004036,0.1,
T004037,2.1,driver_late
T004038,0.1,
T004039,2.6,driver_late
T004040,2.9,route_change
T004041,2.9,traffic
T004042,2.6,driver_late
T004043,0.9,
T004044,8.2,traffic
T004045,0.6,
T004046,0.9,
T004047,7.4,traffic
T004048,4.4,unknown
T004049,3.1,traffic
T004050,5.4,driver_late
T004051,0.4,
T004052,7.5,route_change
T004053,4.2,traffic
T004054,12.9,traffic
T004055,6.8,driver_late
T004056,0.1,
T004057,0.1,
T004058,2.5,traffic
T004059,5.3,driver_late
T004060,1.6,
T004061,2.3,traffic
T004062,0.1,
T004063,9.3,driver_late
T004064,4.8,driver_late
T004065,0.9,
T004066,4.5,vehicle_issue
T004067,5.7,unknown
T004068,2.0,
T004069,16.3,traffic
T004070,1.9,
T004071,3.1,traffic
T004072,1.8,
T004073,2.1,traffic
T004074,2.5,traffic
T004075,4.2,traffic
T004076,2.8,vehicle_issue
T004077,21.5,driver_late
T004078,3.7,traffic
T004079,0.7,
T004080,3.5,traffic
T004081,3.0,traffic
T004082,0.6,
T004083,3.0,traffic
T004084,3.4,unknown
T004085,3.7,driver_late
T004086,4.6,driver_late
T004087,5.3,driver_late
T004088,0.6,
T004089,0.2,
T004090,2.2,traffic
T004091,12.5,vehicle_issue
T004092,5.0,driver_late
T004093,1.1,
T004094,0.1,
T004095,12.7,driver_late
T004096,5.0,traffic
T004097,6.0,route_change
T004098,2.8,unknown
T004099,1.7,
T004100,4.6,traffic
T004101,3.3,driver_late
T004102,0.2,
T004103,3.7,traffic
T004104,7.0,traffic
T004105,8.1,traffic
T004106,26.0,traffic
T004107,1.3,
T004108,0.7,
T004109,0.6,
T004110,0.8,
T004111,0.6,
T004112,3.6,traffic
T004113,0.8,
T004114,0.1,
T004115,0.0,
T004116,1.3,
T004117,3.0,vehicle_issue
T004118,0.7,
T004119,0.6,
T004120,15.9,traffic
T004121,0.8,
T004122,2.0,
T004123,6.5,unknown
T004124,10.3,vehicle_issue
T004125,5.1,driver_late
T004126,7.6,driver_late
T004127,11.6,traffic
T004128,3.1,traffic
T004129,5.2,driver_late
T004130,3.1,traffic
T004131,4.7,traffic
T004132,1.1,
T004133,14.4,traffic
T004134,0.5,
T004135,4.8,unknown
T004136,2.8,vehicle_issue
T004137,15.3,driver_late
T004138,0.1,
T004139,4.6,driver_late
T004140,0.6,
T004141,32.6,driver_late
T004142,5.3,traffic
T004143,5.9,traffic
T004144,0.2,
T004145,4.8,route_change
T004146,1.8,
T004147,9.0,traffic
T004148,13.8,driver_late
T004149,0.8,
T004150,2.8,driver_late
T004151,2.1,driver_late
T004152,9.4,traffic
T004153,4.7,route_change
T004154,7.7,route_change
T004155,9.5,driver_late
T004156,6.3,unknown
T004157,5.8,traffic
T004158,4.1,unknown
T004159,2.9,vehicle_issue
T004160,1.7,
T004161,5.9,route_change
T004162,4.2,route_change
T004163,14.7,driver_late
T004164,2.0,
T004165,1.3,
T004166,0.2,
T004167,3.7,vehicle_issue
T004168,9.1,traffic
T004169,4.4,unknown
T004170,0.3,
T004171,25.2,traffic
T004172,13.4,route_change
T004173,4.4,traffic
T004174,1.7,
T004175,7.3,traffic
T004176,6.3,driver_late
T004177,5.7,traffic
T004178,1.5,
T004179,4.9,unknown
T004180,1.2,
T004181,11.8,traffic
T004182,4.0,traffic
T004183,0.3,
T004184,5.2,traffic
T004185,0.4,
T004186,4.6,traffic
T004187,1.5,
T004188,1.1,
T004189,1.9,
T004190,24.3,traffic
T004191,2.6,traffic
T004192,2.1,unknown
T004193,2.1,route_change
T004194,0.7,
T004195,17.7,traffic
T004196,10.4,traffic
T004197,16.9,driver_late
T004198,9.2,driver_late
T004199,0.6,
T004200,11.1,route_change
T004201,0.4,
T004202,14.4,driver_late
T004203,0.3,
T004204,5.0,traffic
T004205,0.6,
T004206,5.2,traffic
T004207,0.5,
T004208,9.1,traffic
T004209,5.0,driver_late
T004210,13.3,unknown
T004211,2.6,driver_late
T004212,12.3,driver_late
T004213,3.9,traffic
T004214,3.0,traffic
T004215,1.1,
T004216,7.3,traffic
T004217,0.9,
T004218,5.7,traffic
T004219,5.9,traffic
T004220,2.3,traffic
T004221,20.5,driver_late
T004222,5.4,unknown
T004223,3.3,vehicle_issue
T004224,8.8,vehicle_issue
T004225,14.3,traffic
T004226,2.0,
T004227,4.2,vehicle_issue
T004228,3.4,vehicle_issue
T004229,1.2,
T004230,3.0,traffic
T004231,7.9,driver_late
T004232,1.6,
T004233,5.6,driver_late
T004234,11.1,traffic
T004235,12.2,vehicle_issue
T004236,1.5,
T004237,4.9,traffic
T004238,10.1,unknown
T004239,7.6,driver_late
T004240,1.1,
T004241,2.7,traffic
T004242,19.9,route_change
T004243,0.8,
T004244,0.2,
T004245,1.6,
T004246,3.5,unknown
T004247,0.9,
T004248,32.8,route_change
T004249,26.0,traffic
T004250,1.1,
T004251,3.2,traffic
T004252,9.6,traffic
T004253,4.9,traffic
T004254,12.4,driver_late
T004255,9.1,driver_late
T004256,4.1,vehicle_issue
T004257,1.5,
T004258,4.7,traffic
T004259,15.6,traffic
T004260,19.2,traffic
T004261,6.2,traffic
T004262,1.8,
T004263,0.8,
T004264,0.6,
T004265,2.1,driver_late
T004266,5.3,driver_late
T004267,1.3,
T004268,17.1,vehicle_issue
T004269,0.7,
T004270,4.6,driver_late
T004271,9.7,route_change
T004272,2.3,traffic
T004273,0.4,
T004274,11.3,traffic
T004275,0.8,
T004276,4.7,driver_late
T004277,3.4,traffic
T004278,4.2,driver_late
T004279,4.8,driver_late
T004280,4.1,traffic
T004281,0.5,
T004282,0.9,
T004283,6.3,driver_late
T004284,5.5,traffic
T004285,1.9,
T004286,9.2,route_change
T004287,2.9,traffic
T004288,2.4,route_change
T004289,1.0,
T004290,14.9,route_change
T004291,2.4,driver_late
T004292,3.3,driver_late
T004293,7.5,unknown
T004294,16.9,vehicle_issue
T004295,0.8,
T004296,1.0,
T004297,4.8,route_change
T004298,4.7,traffic
T004299,2.0,
T004300,0.4,
T004301,1.5,
T004302,0.0,
T004303,5.8,driver_late
T004304,3.5,traffic
T004305,1.9,
T004306,1.2,
T004307,2.4,traffic
T004308,12.5,traffic
T004309,3.5,traffic
T004310,9.4,traffic
T004311,0.7,
T004312,4.3,driver_late
T004313,1.3,
T004314,18.0,traffic
T004315,3.0,unknown
T004316,4.5,driver_late
T004317,0.5,
T004318,7.2,traffic
T004319,5.2,unknown
T004320,3.1,traffic
T004321,0.9,
T004322,3.6,traffic
T004323,3.7,traffic
T004324,1.6,
T004325,5.4,traffic
T004326,16.1,driver_late
T004327,8.5,traffic
T004328,0.4,
T004329,0.7,
T004330,1.3,
T004331,4.6,vehicle_issue
T004332,4.6,vehicle_issue
T004333,4.7,traffic
T004334,2.7,traffic
T004335,10.3,vehicle_issue
T004336,0.9,
T004337,3.8,traffic
T004338,29.8,driver_late
T004339,5.6,traffic
T004340,0.1,
T004341,1.0,
T004342,8.4,traffic
T004343,4.4,driver_late
T004344,14.4,traffic
T004345,15.0,traffic
T004346,2.7,traffic
T004347,8.8,traffic
T004348,1.9,
T004349,4.6,driver_late
T004350,5.5,traffic
T004351,4.5,route_change
T004352,3.3,traffic
T004353,21.6,traffic
T004354,0.4,
T004355,10.2,driver_late
T004356,3.8,traffic
T004357,8.7,traffic
T004358,2.4,vehicle_issue
T004359,1.0,
T004360,19.3,traffic
T004361,7.5,traffic
T004362,20.2,vehicle_issue
T004363,7.3,driver_late
T004364,2.1,vehicle_issue
T004365,15.7,traffic
T004366,1.4,
T004367,7.0,unknown
T004368,4.8,driver_late
T004369,0.3,
T004370,0.8,
T004371,5.1,driver_late
T004372,3.0,route_change
T004373,2.2,driver_late
T004374,2.0,
T004375,4.0,traffic
T004376,4.5,driver_late
T004377,0.0,
T004378,7.1,traffic
T004379,4.2,traffic
T004380,10.2,traffic
T004381,0.8,
T004382,0.7,
T004383,0.9,
T004384,14.4,traffic
T004385,31.5,traffic
T004386,1.9,
T004387,5.3,driver_late
T004388,9.3,vehicle_issue
T004389,1.0,
T004390,13.4,unknown
T004391,3.3,traffic
T004392,5.5,unknown
T004393,2.6,driver_late
T004394,3.3,driver_late
T004395,1.7,
T004396,0.4,
T004397,6.1,unknown
T004398,2.4,driver_late
T004399,2.2,traffic
T004400,13.2,driver_late
T004401,5.9,driver_late
T004402,4.1,driver_late
T004403,5.0,driver_late
T004404,4.8,driver_late
T004405,1.3,
T004406,2.8,driver_late
T004407,1.8,
T004408,1.6,
T004409,7.4,traffic
T004410,0.9,
T004411,2.0,
T004412,1.1,
T004413,0.3,
T004414,1.6,
T004415,1.4,
T004416,3.1,vehicle_issue
T004417,13.3,unknown
T004418,0.5,
T004419,8.0,traffic
T004420,3.7,vehicle_issue
T004421,4.5,vehicle_issue
T004422,1.9,
T004423,0.9,
T004424,2.3,driver_late
T004425,9.7,traffic
T004426,3.3,traffic
T004427,4.1,traffic
T004428,5.6,vehicle_issue
T004429,1.4,
T004430,6.8,route_change
T004431,5.4,route_change
T004432,11.6,unknown
T004433,7.0,traffic
T004434,2.0,
T004435,1.7,
T004436,2.1,driver_late
T004437,3.0,unknown
T004438,1.9,
T004439,0.0,
T004440,3.0,vehicle_issue
T004441,6.3,traffic
T004442,14.7,traffic
T004443,7.7,traffic
T004444,8.4,traffic
T004445,6.7,traffic
T004446,4.1,driver_late
T004447,6.0,traffic
T004448,0.2,
T004449,7.7,driver_late
T004450,7.7,unknown
T004451,2.3,traffic
T004452,17.4,traffic
T004453,6.4,driver_late
T004454,24.2,traffic
T004455,2.6,driver_late
T004456,3.0,route_change
T004457,7.1,traffic
T004458,3.4,vehicle_issue
T004459,6.1,vehicle_issue
T004460,15.6,traffic
T004461,1.0,
T004462,2.4,traffic
T004463,8.1,route_change
T004464,5.7,traffic
T004465,3.0,driver_late
T004466,0.8,
T004467,1.8,
T004468,2.9,traffic
T004469,2.7,unknown
T004470,0.7,
T004471,1.9,
T004472,7.2,traffic
T004473,0.5,
T004474,9.3,unknown
T004475,6.7,vehicle_issue
T004476,1.8,
T004477,9.6,vehicle_issue
T004478,15.6,traffic
T004479,1.1,
T004480,15.6,unknown
T004481,1.8,
T004482,15.6,unknown
T004483,4.8,driver_late
T004484,8.5,driver_late
T004485,0.1,
T004486,15.6,driver_late
T004487,11.4,driver_late
T004488,0.6,
T004489,1.4,
T004490,9.2,driver_late
T004491,0.1,
T004492,41.7,traffic
T004493,2.7,driver_late
T004494,8.9,traffic
T004495,0.3,
T004496,2.2,driver_late
T004497,21.8,vehicle_issue
T004498,10.2,traffic
T004499,7.1,unknown
T004500,15.0,vehicle_issue
T004501,2.8,traffic
T004502,11.0,driver_late
T004503,5.8,traffic
T004504,9.1,driver_late
T004505,0.5,
T004506,21.1,driver_late
T004507,5.9,unknown
T004508,4.5,traffic
T004509,5.9,vehicle_issue
T004510,3.2,traffic
T004511,13.5,driver_late
T004512,25.6,driver_late
T004513,0.4,
T004514,0.3,
T004515,5.6,unknown
T004516,1.2,
T004517,2.0,
T004518,3.6,traffic
T004519,1.1,
T004520,13.4,traffic
T004521,5.2,driver_late
T004522,1.6,
T004523,18.0,route_change
T004524,2.0,
T004525,1.4,
T004526,7.1,driver_late
T004527,4.0,traffic
T004528,14.0,route_change
T004529,2.0,
T004530,4.2,vehicle_issue
T004531,0.3,
T004532,1.2,
T004533,3.1,driver_late
T004534,1.1,
T004535,1.6,
T004536,10.5,route_change
T004537,3.1,driver_late
T004538,11.5,driver_late
T004539,10.2,traffic
T004540,9.8,traffic
T004541,2.1,traffic
T004542,5.0,traffic
T004543,5.9,vehicle_issue
T004544,14.3,vehicle_issue
T004545,0.3,
T004546,0.8,
T004547,3.1,traffic
T004548,7.8,vehicle_issue
T004549,6.9,driver_late
T004550,0.2,
T004551,3.3,traffic
T004552,19.7,traffic
T004553,1.2,
T004554,3.5,traffic
T004555,3.0,vehicle_issue
T004556,3.9,vehicle_issue
T004557,1.4,
T004558,2.9,driver_late
T004559,8.3,vehicle_issue
T004560,4.9,route_change
T004561,3.0,traffic
T004562,1.6,
T004563,1.2,
T004564,4.2,vehicle_issue
T004565,3.7,driver_late
T004566,9.3,vehicle_issue
T004567,0.8,
T004568,8.4,unknown
T004569,0.7,
T004570,2.2,vehicle_issue
T004571,9.0,traffic
T004572,3.1,vehicle_issue
T004573,4.9,traffic
T004574,0.8,
T004575,0.8,
T004576,0.6,
T004577,1.9,
T004578,1.3,
T004579,8.1,driver_late
T004580,4.2,driver_late
T004581,2.4,traffic
T004582,7.4,driver_late
T004583,22.4,traffic
T004584,4.2,route_change
T004585,19.7,traffic
T004586,2.7,driver_late
T004587,1.9,
T004588,0.0,
T004589,18.5,route_change
T004590,4.5,traffic
T004591,5.9,driver_late
T004592,0.6,
T004593,21.0,traffic
T004594,2.8,driver_late
T004595,7.1,traffic
T004596,0.5,
T004597,5.8,traffic
T004598,0.5,
T004599,11.6,driver_late
T004600,1.1,
T004601,7.1,unknown
T004602,16.6,traffic
T004603,2.7,driver_late
T004604,16.1,traffic
T004605,1.1,
T004606,9.0,traffic
T004607,1.8,
T004608,3.2,driver_late
T004609,3.3,traffic
T004610,5.8,driver_late
T004611,8.5,vehicle_issue
T004612,3.9,route_change
T004613,15.8,driver_late
T004614,5.0,route_change
T004615,7.1,traffic
T004616,1.1,
T004617,5.0,traffic
T004618,6.1,driver_late
T004619,7.2,traffic
T004620,10.2,vehicle_issue
T004621,2.3,vehicle_issue
T004622,2.0,
T004623,6.0,traffic
T004624,3.9,traffic
T004625,0.1,
T004626,3.6,vehicle_issue
T004627,0.5,
T004628,11.5,traffic
T004629,1.5,
T004630,6.1,traffic
T004631,9.5,unknown
T004632,2.8,traffic
T004633,2.0,
T004634,2.1,driver_late
T004635,3.1,driver_late
T004636,5.9,vehicle_issue
T004637,2.7,driver_late
T004638,6.1,traffic
T004639,19.4,driver_late
T004640,10.8,route_change
T004641,0.1,
T004642,5.1,vehicle_issue
T004643,3.6,route_change
T004644,12.8,traffic
T004645,2.2,unknown
T004646,3.2,driver_late
T004647,24.6,traffic
T004648,0.8,
T004649,29.8,vehicle_issue
T004650,8.2,unknown
T004651,6.7,vehicle_issue
T004652,4.8,route_change
T004653,5.1,driver_late
T004654,0.7,
T004655,7.8,traffic
T004656,1.0,
T004657,1.2,
T004658,1.5,
T004659,6.0,unknown
T004660,0.5,
T004661,9.8,traffic
T004662,19.3,traffic
T004663,1.2,
T004664,3.9,vehicle_issue
T004665,3.3,driver_late
T004666,2.0,
T004667,2.2,unknown
T004668,6.1,route_change
T004669,5.8,driver_late
T004670,16.3,driver_late
T004671,13.8,traffic
T004672,1.0,
T004673,3.1,traffic
T004674,0.1,
T004675,14.3,traffic
T004676,1.0,
T004677,8.2,traffic
T004678,0.4,
T004679,2.4,traffic
T004680,8.6,vehicle_issue
T004681,14.6,traffic
T004682,3.0,driver_late
T004683,4.0,vehicle_issue
T004684,4.9,traffic
T004685,4.6,traffic
T004686,5.6,driver_late
T004687,8.6,unknown
T004688,0.5,
T004689,6.1,vehicle_issue
T004690,6.1,unknown
T004691,3.8,driver_late
T004692,12.7,driver_late
T004693,3.5,route_change
T004694,4.5,traffic
T004695,3.6,traffic
T004696,7.4,driver_late
T004697,6.6,unknown
T004698,1.0,
T004699,9.0,unknown
T004700,5.3,driver_late
T004701,3.1,route_change
T004702,4.3,vehicle_issue
T004703,5.0,driver_late
T004704,14.1,traffic
T004705,20.5,driver_late
T004706,10.3,driver_late
T004707,4.3,traffic
T004708,2.4,driver_late
T004709,7.1,driver_late
T004710,5.0,traffic
T004711,0.5,
T004712,2.6,vehicle_issue
T004713,2.5,driver_late
T004714,6.4,traffic
T004715,0.5,
T004716,0.7,
T004717,2.1,traffic
T004718,2.3,traffic
T004719,2.1,traffic
T004720,0.7,
T004721,1.3,
T004722,0.5,
T004723,0.3,
T004724,2.6,traffic
T004725,22.2,traffic
T004726,0.5,
T004727,0.6,
T004728,0.1,
T004729,2.8,unknown
T004730,0.7,
T004731,0.3,
T004732,9.7,traffic
T004733,3.7,traffic
T004734,1.6,
T004735,9.9,traffic
T004736,3.3,traffic
T004737,3.6,driver_late
T004738,6.6,driver_late
T004739,0.6,
T004740,2.3,traffic
T004741,1.3,
T004742,1.6,
T004743,5.3,driver_late
T004744,10.8,driver_late
T004745,20.8,vehicle_issue
T004746,34.5,vehicle_issue
T004747,9.2,route_change
T004748,2.4,traffic
T004749,2.6,route_change
T004750,0.4,
T004751,17.0,route_change
T004752,11.1,vehicle_issue
T004753,7.5,driver_late
T004754,2.9,driver_late
T004755,10.2,driver_late
T004756,4.0,unknown
T004757,10.3,traffic
T004758,10.4,driver_late
T004759,1.3,
T004760,17.1,driver_late
T004761,0.7,
T004762,9.9,vehicle_issue
T004763,29.1,driver_late
T004764,8.1,driver_late
T004765,2.6,driver_late
T004766,3.4,driver_late
T004767,1.7,
T004768,2.5,traffic
T004769,2.8,traffic
T004770,7.1,driver_late
T004771,12.0,driver_late
T004772,4.0,driver_late
T004773,10.6,unknown
T004774,2.4,driver_late
T004775,3.7,traffic
T004776,3.2,driver_late
T004777,2.1,driver_late
T004778,2.6,driver_late
T004779,8.9,traffic
T004780,5.3,traffic
T004781,6.1,traffic
T004782,6.0,traffic
T004783,0.6,
T004784,6.6,route_change
T004785,0.2,
T004786,3.1,vehicle_issue
T004787,6.3,driver_late
